n1,n2,loan_id,user,market,collateral_deposited,went_below_sl,went_into_sl,sl_max_depth,went_below_then_above_sl,into_then_above_sl,time_in_sl,time_below_sl,total_loan_time,initial_debt,loan_start_time,loan_start_block,loan_end_time,loan_end_block,should_be_liquidated,end_debt
-72,-69,6,0x5c42069E15532DAA42912Cd5ccCCd99fDdAA81Fd,0x4e59541306910aD6dC1daC0AC9dFB29bD9F15c67,1.17361165,True,True,0.9948563939160349,True,True,30624,9444,560772,67950.24742334307,1709658455,19370355,1710219227,19416740,False,64999.110893184385
-59,-56,18,0x595b736e58F50Fc15373732C1fAB56d6E043Aef6,0x4e59541306910aD6dC1daC0AC9dFB29bD9F15c67,1.06028972,True,True,1.0,True,True,388800,28800,895044,57445.60011777706,1728296543,20913354,1729191587,20987531,False,55143.46419515303
-100,-97,36,0x595b736e58F50Fc15373732C1fAB56d6E043Aef6,0x4e59541306910aD6dC1daC0AC9dFB29bD9F15c67,1.50110835,True,True,1.0,True,True,691308,72000,1216572,121970.64898870062,1732174019,21234609,1733390591,21335373,False,102328.16365448596
-61,-58,7,0xbFB232dA8f44A1cd88B2aA08a32B0FEE4D2320F6,0x4e59541306910aD6dC1daC0AC9dFB29bD9F15c67,0.11349186,True,True,1.0,True,True,835200,345600,1637484,2446.809211445014,1727385791,20837751,1729023275,20973578,False,2260.5052442643632
-100,-97,24,0xbFB232dA8f44A1cd88B2aA08a32B0FEE4D2320F6,0x4e59541306910aD6dC1daC0AC9dFB29bD9F15c67,0.25379047,True,True,1.0,True,True,820908,72000,2205516,9246.526682832442,1732174211,21234625,1734379727,21417374,False,9374.013730435941
-64,-61,7,0x182a7F01e38F9e86b2A5ECe23036E621b717a731,0x4e59541306910aD6dC1daC0AC9dFB29bD9F15c67,6.01100786,True,True,1.0,True,True,229260,201600,2149116,323400.0,1713044567,19649684,1715193683,19827488,False,290637.82949985313
-53,-50,3,0xd2D9f2430d253344A422891854909042aa3C5Ae4,0x4e59541306910aD6dC1daC0AC9dFB29bD9F15c67,0.47529299,True,True,1.0,True,True,670320,316800,4537428,24685.98923128704,1725002963,20640205,1729540391,21016470,False,15000.0
-71,-68,27,0x823Dafe1FcDd9e36387AFB542497e837c85B50F4,0x4e59541306910aD6dC1daC0AC9dFB29bD9F15c67,2.02297209,True,True,1.0,True,True,447864,44964,2534040,115839.43562189343,1709663663,19370788,1712197703,19579721,False,91289.26583921979
-19,-16,4,0x38C56C6bDe3EDf87E8EfE1904020A5FA26A3E1b0,0x4e59541306910aD6dC1daC0AC9dFB29bD9F15c67,5.00004359,True,True,1.0,True,True,774852,72000,11504364,164044.2492473301,1699541567,18535107,1711045931,19484832,False,72596.0
-70,-67,2,0x43A455B0f736efF6198206E643A263Fd2F59B4D4,0x4e59541306910aD6dC1daC0AC9dFB29bD9F15c67,0.41764284,True,True,1.0,True,True,280404,14400,1662096,23929.86540530152,1709583119,19364108,1711245215,19501274,False,33447.93368032374
